,level_0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price,status,x% lower,estimate_profit,estimate_profit%,x%_lower,hypothesis
1236,1236,623049232,2014-07-15,115000.0,2,0.75,550,7980,1.0,0,0,3,5,550.0,0,1952,0,98146,47.511,-122.348,1330,7980,238448.11,Buy_SRP,57.701149425287355,123448.10999999999,107.3,51.8,H8
1237,1237,7211402105,2014-11-26,106000.0,1,1.0,560,5700,1.0,0,0,3,5,560.0,0,1947,0,98146,47.511,-122.359,1120,5000,240121.712,Buy_SRP,61.01149425287357,134121.712,126.5,55.9,H8
1238,1238,1721801591,2015-02-19,89950.0,1,1.0,570,4080,1.0,0,0,3,5,570.0,0,1942,0,98146,47.5098,-122.334,890,5100,241795.314,Buy_SRP,66.91494252873564,151845.314,168.8,62.8,H8
1239,1239,3163600015,2015-01-28,156000.0,2,1.0,600,4000,1.0,0,0,3,5,600.0,0,1933,0,98146,47.5065,-122.339,1290,6973,246816.12,Buy_SRP,42.62068965517242,90816.12,58.2,36.8,H8
1240,1240,7454001075,2014-06-18,240000.0,2,1.0,670,10920,1.0,0,0,3,6,670.0,0,1942,0,98146,47.5128,-122.372,900,7425,258531.33399999997,Buy,11.724137931034484,18531.333999999973,7.7,7.2,H8
1241,1241,5269200050,2015-03-05,175000.0,2,1.0,700,8174,1.0,0,0,3,5,700.0,0,1941,0,98146,47.5136,-122.349,1250,8046,263552.14,Buy_SRP,35.63218390804598,88552.14000000001,50.6,33.6,H8
1242,1242,2414600366,2014-11-14,199900.0,1,1.0,720,7140,1.0,0,0,3,6,720.0,0,1930,0,98146,47.5119,-122.339,1140,7577,266899.344,Buy,26.473563218390805,66999.34399999998,33.5,25.1,H8
1243,1243,7889600230,2014-10-17,114000.0,2,1.0,730,5200,1.0,0,0,3,6,730.0,0,1928,0,98146,47.4943,-122.337,1220,6240,268572.946,Buy_SRP,58.06896551724138,154572.946,135.6,57.6,H8
1244,1244,892000025,2014-07-10,114975.0,2,1.0,740,6250,1.0,0,0,3,6,740.0,0,1942,0,98146,47.506,-122.335,980,6957,270246.548,Buy_SRP,57.71034482758621,155271.548,135.0,57.5,H8
1245,1245,5147600105,2014-07-21,178500.0,2,1.0,740,6460,1.0,0,0,3,6,740.0,0,1953,0,98146,47.5077,-122.344,1170,6975,270246.548,Buy_SRP,34.3448275862069,91746.54800000001,51.4,33.9,H8
1246,1246,7973202712,2015-03-24,130000.0,2,1.0,780,5300,1.0,0,0,3,6,780.0,0,1941,0,98146,47.513,-122.354,780,5300,276940.956,Buy_SRP,52.18390804597701,146940.956,113.0,53.1,H8
1247,1247,8151600101,2015-01-16,115000.0,2,1.0,790,7252,1.0,0,0,3,5,790.0,0,1930,0,98146,47.5048,-122.365,1260,11470,278614.55799999996,Buy_SRP,57.701149425287355,163614.55799999996,142.3,58.7,H8
1248,1248,2586800140,2014-11-18,135000.0,2,1.0,830,7609,1.0,0,0,3,6,830.0,0,1943,0,98146,47.5057,-122.348,1170,7609,285308.966,Buy_SRP,50.3448275862069,150308.96600000001,111.3,52.7,H8
1249,1249,7520000695,2015-04-21,251000.0,3,1.0,840,4495,1.0,0,0,3,6,840.0,0,1921,0,98146,47.496,-122.349,1260,7434,286982.56799999997,Buy,7.678160919540233,135882.56799999997,89.9,12.5,H8
1250,1250,7520000695,2014-11-04,151100.0,3,1.0,840,4495,1.0,0,0,3,6,840.0,0,1921,0,98146,47.496,-122.349,1260,7434,286982.56799999997,Buy_SRP,44.42298850574713,135882.56799999997,89.9,47.3,H8
1251,1251,7520000695,2015-04-21,251000.0,3,1.0,840,4495,1.0,0,0,3,6,840.0,0,1921,0,98146,47.496,-122.349,1260,7434,286982.56799999997,Buy,7.678160919540233,135882.56799999997,89.9,12.5,H8
1252,1252,7520000695,2014-11-04,151100.0,3,1.0,840,4495,1.0,0,0,3,6,840.0,0,1921,0,98146,47.496,-122.349,1260,7434,286982.56799999997,Buy_SRP,44.42298850574713,135882.56799999997,89.9,47.3,H8
1253,1253,6303401050,2015-02-20,132500.0,3,0.75,850,8573,1.0,0,0,3,6,600.0,250,1945,0,98146,47.503,-122.356,850,8382,288656.17,Buy_SRP,51.26436781609196,156156.16999999998,117.9,54.1,H8
1254,1254,3883800011,2014-11-05,82000.0,3,1.0,860,10426,1.0,0,0,3,6,860.0,0,1954,0,98146,47.4987,-122.341,1140,11250,290329.772,Buy_SRP,69.83908045977012,70429.772,32.0,71.8,H8
1255,1255,3883800011,2015-04-08,219900.0,3,1.0,860,10426,1.0,0,0,3,6,860.0,0,1954,0,98146,47.4987,-122.341,1140,11250,290329.772,Buy,19.117241379310347,70429.772,32.0,24.3,H8
1256,1256,6303400290,2015-01-26,170000.0,2,1.0,860,8636,1.0,0,0,3,6,860.0,0,1924,0,98146,47.5081,-122.356,1100,8636,290329.772,Buy_SRP,37.47126436781609,120329.772,70.8,41.4,H8
1257,1257,7211400990,2015-03-03,256000.0,2,1.0,860,5000,1.0,0,0,3,6,860.0,0,1915,1945,98146,47.5133,-122.356,1220,5000,290329.772,Buy,5.839080459770118,34329.772,13.4,11.8,H8
1258,1258,3883800011,2014-11-05,82000.0,3,1.0,860,10426,1.0,0,0,3,6,860.0,0,1954,0,98146,47.4987,-122.341,1140,11250,290329.772,Buy_SRP,69.83908045977012,70429.772,32.0,71.8,H8
1259,1259,3883800011,2015-04-08,219900.0,3,1.0,860,10426,1.0,0,0,3,6,860.0,0,1954,0,98146,47.4987,-122.341,1140,11250,290329.772,Buy,19.117241379310347,70429.772,32.0,24.3,H8
1260,1260,8151600701,2014-06-23,234000.0,2,1.0,870,11100,1.0,0,0,3,6,870.0,0,1940,0,98146,47.5038,-122.364,1370,10404,292003.37399999995,Buy,13.93103448275862,58003.37399999995,24.8,19.9,H8
1261,1261,723049219,2015-03-25,210000.0,3,1.0,880,10800,1.0,0,0,3,6,880.0,0,1942,0,98146,47.4949,-122.338,1100,8820,293676.976,Buy,22.758620689655174,83676.97600000002,39.8,28.5,H8
1262,1262,3395800455,2014-06-25,150000.0,2,1.0,890,8100,1.0,0,0,3,6,890.0,0,1942,0,98146,47.4839,-122.34,1260,8100,295350.578,Buy_SRP,44.827586206896555,145350.57799999998,96.9,49.2,H8
1263,1263,1721801280,2015-03-04,230000.0,2,0.75,900,3527,1.0,0,0,3,6,900.0,0,1939,0,98146,47.5083,-122.336,1220,4080,297024.18,Buy,15.402298850574713,67024.18,29.1,22.6,H8
1264,1264,3550800040,2014-11-14,223000.0,3,1.0,940,7980,1.0,0,0,3,6,940.0,0,1961,0,98146,47.5107,-122.345,1050,7980,303718.588,Buy,17.97701149425287,80718.58799999999,36.2,26.6,H8
1265,1265,7889601320,2014-07-25,115000.0,2,1.0,940,6000,1.0,0,0,3,6,940.0,0,1943,0,98146,47.4907,-122.336,1310,6000,303718.588,Buy_SRP,57.701149425287355,188718.588,164.1,62.1,H8
1266,1266,8151600470,2014-08-04,121800.0,2,1.0,940,8384,1.0,0,0,3,5,940.0,0,1947,0,98146,47.5065,-122.364,1290,8384,303718.588,Buy_SRP,55.2,181918.588,149.4,59.9,H8
1267,1267,2641800060,2015-04-27,239000.0,3,1.0,940,8571,1.0,0,0,3,6,940.0,0,1950,0,98146,47.5006,-122.336,1100,8573,303718.588,Buy,12.091954022988505,64718.58799999999,27.1,21.3,H8
1268,1268,2641800015,2014-11-24,158800.0,3,1.0,960,8291,1.0,0,0,3,6,960.0,0,1950,0,98146,47.5006,-122.334,1110,8231,307065.792,Buy_SRP,41.59080459770115,148265.79200000002,93.4,48.3,H8
1269,1269,3256400051,2014-07-08,210000.0,3,2.0,960,9380,1.0,0,0,3,6,960.0,0,1949,0,98146,47.4852,-122.343,1460,9240,307065.792,Buy,22.758620689655174,97065.79200000002,46.2,31.6,H8
1270,1270,3395800155,2014-08-05,250000.0,3,1.0,990,8100,1.0,0,0,3,6,990.0,0,1949,0,98146,47.4839,-122.341,1210,8100,312086.598,Buy,8.045977011494255,62086.598,24.8,19.9,H8
1271,1271,623049094,2014-05-16,180000.0,3,1.0,1000,18513,1.0,0,0,3,6,1000.0,0,1940,0,98146,47.5118,-122.348,1280,8113,313760.19999999995,Buy_SRP,33.793103448275865,133760.19999999995,74.3,42.6,H8
1272,1272,1823049144,2015-01-28,225000.0,3,1.0,1000,9295,1.0,0,0,3,7,1000.0,0,1955,0,98146,47.484,-122.346,1320,13500,313760.19999999995,Buy,17.24137931034483,88760.19999999995,39.4,28.3,H8
1273,1273,3192000085,2014-08-07,180000.0,3,1.0,1010,10215,1.0,0,0,3,6,1010.0,0,1955,0,98146,47.4872,-122.345,1320,10245,315433.802,Buy_SRP,33.793103448275865,135433.80200000003,75.2,42.9,H8
1274,1274,3163600076,2014-07-30,152275.0,1,1.0,1020,6871,1.0,0,0,3,6,1020.0,0,1937,1946,98146,47.5051,-122.338,1260,6933,317107.404,Buy_SRP,43.99080459770115,164832.40399999998,108.2,52.0,H8
1275,1275,2973800030,2014-07-21,175000.0,3,1.0,1030,6600,1.0,0,0,3,7,1030.0,0,1954,0,98146,47.4941,-122.34,1220,9040,318781.006,Buy_SRP,35.63218390804598,143781.006,82.2,45.1,H8
1276,1276,3395800295,2014-07-11,250000.0,2,1.0,1030,8786,1.0,0,0,3,6,1030.0,0,1956,0,98146,47.4814,-122.341,1480,8121,318781.006,Buy,8.045977011494255,68781.006,27.5,21.6,H8
1277,1277,623049341,2014-10-22,260000.0,3,2.0,1030,7260,1.0,0,0,3,6,1030.0,0,1947,0,98146,47.5113,-122.347,1380,8100,318781.006,Buy,4.367816091954024,58781.005999999994,22.6,18.4,H8
1278,1278,1721801025,2014-07-18,210000.0,2,1.0,1040,4590,1.0,0,0,3,7,1040.0,0,1954,0,98146,47.5078,-122.337,1040,6120,320454.608,Buy,22.758620689655174,110454.60800000001,52.6,34.5,H8
1279,1279,7211400615,2014-05-15,217450.0,3,1.0,1040,5000,1.0,0,0,3,7,1040.0,0,1959,0,98146,47.5122,-122.358,1440,5000,320454.608,Buy,20.018390804597697,103004.60800000001,47.4,32.1,H8
1280,1280,7454001210,2014-06-03,239000.0,3,1.0,1040,6860,2.0,0,0,3,6,1040.0,0,1942,0,98146,47.5121,-122.375,1030,6512,320454.608,Buy,12.091954022988505,81454.60800000001,34.1,25.4,H8
1281,1281,7454001280,2014-06-11,220000.0,3,1.0,1050,6300,1.0,0,0,3,6,1050.0,0,1942,0,98146,47.5128,-122.374,740,6300,322128.20999999996,Buy,19.080459770114942,102128.20999999996,46.4,31.7,H8
1282,1282,723049307,2014-07-08,210000.0,3,1.0,1070,8179,1.0,0,0,3,6,1070.0,0,1949,0,98146,47.5015,-122.349,1050,8177,325475.414,Buy,22.758620689655174,115475.41399999999,55.0,35.5,H8
1283,1283,5147600095,2015-01-21,152000.0,3,1.75,1070,7754,1.0,0,0,3,6,1070.0,0,1953,0,98146,47.5079,-122.344,950,7740,325475.414,Buy_SRP,44.09195402298851,173475.414,114.1,53.3,H8
1284,1284,7889600685,2014-12-11,205000.0,3,0.75,1080,5025,1.0,0,0,3,5,1080.0,0,1948,0,98146,47.4936,-122.335,1370,6000,327149.016,Buy,24.597701149425287,122149.016,59.6,37.3,H8
1285,1285,2407000405,2015-02-26,228500.0,3,1.0,1080,7486,1.5,0,0,3,6,990.0,90,1942,0,98146,47.4838,-122.335,1170,7800,327149.016,Buy,15.954022988505745,98649.016,43.2,30.2,H8
1286,1286,9382200025,2015-01-15,220000.0,3,1.0,1090,6320,1.0,0,0,3,6,890.0,200,1954,0,98146,47.4976,-122.35,1460,7080,328822.618,Buy,19.080459770114942,108822.61800000002,49.5,33.1,H8
1287,1287,84000245,2014-11-20,190000.0,3,1.75,1100,9452,1.0,0,0,3,6,1100.0,0,1942,0,98146,47.4864,-122.337,1350,9452,330496.22,Buy_SRP,30.114942528735632,140496.21999999997,73.9,42.5,H8
1288,1288,6303401365,2014-06-03,210000.0,3,1.0,1110,7962,1.0,0,0,3,7,1110.0,0,1962,0,98146,47.5035,-122.36,1200,8094,332169.822,Buy,22.758620689655174,122169.82199999999,58.2,36.8,H8
1289,1289,7211401610,2014-08-20,165000.0,3,1.0,1120,5000,1.0,0,0,3,6,1120.0,0,1917,0,98146,47.5109,-122.357,1050,5000,333843.424,Buy_SRP,39.310344827586206,168843.424,102.3,50.6,H8
1290,1290,7211402115,2014-09-02,230000.0,3,1.0,1120,7500,1.0,0,0,3,7,1120.0,0,1965,0,98146,47.5112,-122.359,1120,5000,333843.424,Buy,15.402298850574713,103843.424,45.1,31.1,H8
1291,1291,6303400475,2014-09-11,227000.0,4,1.0,1120,8763,1.0,0,0,3,6,1120.0,0,1971,0,98146,47.508,-122.358,1120,8636,333843.424,Buy,16.505747126436777,106843.424,47.1,32.0,H8
1292,1292,723049530,2015-05-05,126500.0,3,1.0,1130,12212,1.0,0,0,3,6,1130.0,0,1942,0,98146,47.4952,-122.34,1190,9240,335517.02599999995,Buy_SRP,53.47126436781608,209017.02599999995,165.2,62.3,H8
1293,1293,254000735,2014-08-06,329000.0,3,1.0,1140,5258,1.5,0,0,3,6,1140.0,0,1911,0,98146,47.5122,-122.383,1140,5280,337190.628,Not Buy,0.0,8190.628000000026,2.5,2.4,H8
1294,1294,2407000145,2015-01-20,197200.0,3,1.0,1140,8775,1.0,0,0,3,6,990.0,150,1942,0,98146,47.4824,-122.336,1300,8775,337190.628,Buy_SRP,27.46666666666666,139990.62800000003,71.0,41.5,H8
1295,1295,6303400150,2014-09-29,255000.0,3,1.0,1160,8636,1.0,0,0,3,6,1160.0,0,1923,0,98146,47.5097,-122.357,1300,8636,340537.832,Buy,6.206896551724139,85537.832,33.5,25.1,H8
1296,1296,7796600070,2014-08-25,195000.0,3,1.5,1190,8726,1.0,0,0,3,7,1190.0,0,1956,0,98146,47.4887,-122.343,1390,8741,345558.638,Buy_SRP,28.27586206896552,150558.63799999998,77.2,43.6,H8
1297,1297,2414600400,2014-08-05,210000.0,2,2.0,1190,7570,1.0,0,0,3,6,1190.0,0,1939,0,98146,47.5113,-122.338,1190,7635,345558.638,Buy,22.758620689655174,135558.63799999998,64.6,39.2,H8
1298,1298,7211400850,2014-08-11,229000.0,3,1.5,1200,5000,1.0,0,0,3,6,1200.0,0,1979,0,98146,47.5122,-122.357,1440,2500,347232.24,Buy,15.770114942528735,118232.23999999999,51.6,34.0,H8
1299,1299,3451000442,2014-07-17,257500.0,3,1.5,1210,12500,1.0,0,0,3,7,1210.0,0,1962,0,98146,47.503,-122.351,1210,12500,348905.842,Buy,5.287356321839076,91405.842,35.5,26.2,H8
1300,1300,3192000080,2014-10-29,205000.0,3,1.0,1210,10185,1.0,0,0,3,6,1210.0,0,1957,0,98146,47.4873,-122.345,1320,10245,348905.842,Buy,24.597701149425287,143905.842,70.2,41.2,H8
1301,1301,6303401395,2015-02-19,245000.0,2,1.75,1220,8382,1.0,0,0,3,6,1220.0,0,1942,0,98146,47.5033,-122.359,1100,8382,350579.444,Buy,9.88505747126437,105579.44400000002,43.1,30.1,H8
1302,1302,7520000520,2014-09-05,232000.0,2,1.0,1240,12092,1.0,0,0,3,6,960.0,280,1922,1984,98146,47.4957,-122.352,1820,7460,353926.648,Buy,14.66666666666666,113426.64799999999,47.2,34.4,H8
1303,1303,7520000520,2015-03-11,240500.0,2,1.0,1240,12092,1.0,0,0,3,6,960.0,280,1922,1984,98146,47.4957,-122.352,1820,7460,353926.648,Buy,11.540229885057474,113426.64799999999,47.2,32.0,H8
1304,1304,7520000520,2014-09-05,232000.0,2,1.0,1240,12092,1.0,0,0,3,6,960.0,280,1922,1984,98146,47.4957,-122.352,1820,7460,353926.648,Buy,14.66666666666666,113426.64799999999,47.2,34.4,H8
1305,1305,7520000520,2015-03-11,240500.0,2,1.0,1240,12092,1.0,0,0,3,6,960.0,280,1922,1984,98146,47.4957,-122.352,1820,7460,353926.648,Buy,11.540229885057474,113426.64799999999,47.2,32.0,H8
1306,1306,3163600130,2015-03-17,234900.0,3,1.0,1250,8000,1.0,0,0,3,7,1250.0,0,1956,0,98146,47.5065,-122.337,1040,6973,355600.25,Buy,13.600000000000001,120700.25,51.4,33.9,H8
1307,1307,7642200095,2015-03-09,230000.0,3,1.0,1250,8800,1.0,0,0,3,7,1250.0,0,1955,0,98146,47.497,-122.357,1480,8200,355600.25,Buy,15.402298850574713,125600.25,54.6,35.3,H8
1308,1308,723049274,2015-04-17,330000.0,3,1.75,1250,8100,1.0,0,0,3,7,1250.0,0,1951,2004,98146,47.5016,-122.348,1300,8175,355600.25,Not Buy,0.0,25600.25,7.8,7.2,H8
1309,1309,6303400965,2014-09-09,220000.0,5,1.0,1260,8382,1.5,0,0,3,7,1260.0,0,1918,0,98146,47.5058,-122.355,910,8382,357273.85199999996,Buy,19.080459770114942,137273.85199999996,62.4,38.4,H8
1310,1310,123039346,2015-04-30,335000.0,3,1.75,1260,17000,1.0,0,0,3,7,1260.0,0,1994,0,98146,47.5114,-122.361,1540,7213,357273.85199999996,Not Buy,0.0,22273.851999999955,6.6,6.2,H8
1311,1311,7889601870,2015-04-07,281500.0,3,1.0,1270,7500,1.0,0,0,3,7,1270.0,0,1953,0,98146,47.4921,-122.339,1340,3000,358947.454,Not Buy,0.0,77447.45400000003,27.5,21.6,H8
1312,1312,1148000005,2014-06-23,346000.0,3,1.75,1270,8100,1.0,0,0,3,6,880.0,390,1950,0,98146,47.4828,-122.344,1650,8173,358947.454,Not Buy,0.0,12947.454000000027,3.7,3.6,H8
1313,1313,7211400525,2014-05-30,249950.0,4,1.0,1290,5000,1.5,0,0,3,7,1290.0,0,1957,0,98146,47.513,-122.358,1440,2500,362294.658,Buy,8.064367816091956,112344.658,44.9,31.0,H8
1314,1314,7211400535,2015-03-23,275500.0,4,1.0,1290,5000,1.5,0,0,3,7,1290.0,0,1957,0,98146,47.5128,-122.358,1440,2500,362294.658,Not Buy,0.0,86794.658,31.5,24.0,H8
1315,1315,7694600253,2014-05-06,312000.0,4,2.0,1300,7054,1.0,0,0,3,7,1300.0,0,1950,2013,98146,47.5071,-122.369,1560,7100,363968.26,Not Buy,0.0,51968.26000000001,16.7,14.3,H8
1316,1316,1721800190,2015-04-09,300000.0,2,1.5,1300,6120,1.0,0,0,3,6,820.0,480,1945,0,98146,47.5088,-122.338,1250,6120,363968.26,Not Buy,0.0,63968.26000000001,21.3,17.6,H8
1317,1317,9382200121,2014-07-18,187300.0,2,1.0,1310,7697,1.0,0,0,3,6,850.0,460,1950,0,98146,47.4982,-122.348,1270,6410,365641.86199999996,Buy_SRP,31.10804597701149,178341.86199999996,95.2,48.8,H8
1318,1318,7973202225,2015-01-06,154200.0,4,1.0,1310,8640,1.0,0,0,3,6,910.0,400,1948,0,98146,47.5104,-122.342,1310,8640,365641.86199999996,Buy_SRP,43.282758620689656,211441.86199999996,137.1,57.8,H8
1319,1319,123039626,2014-10-22,295000.0,3,2.25,1330,7200,1.0,0,0,3,7,900.0,430,1974,0,98146,47.5102,-122.364,1380,9570,368989.066,Not Buy,0.0,73989.06599999999,25.1,20.1,H8
1320,1320,1207000025,2014-08-01,245000.0,3,1.0,1370,6000,1.0,0,0,3,7,1370.0,0,1955,0,98146,47.4879,-122.339,1370,9520,375683.474,Buy,9.88505747126437,130683.47399999999,53.3,34.8,H8
1321,1321,7796600085,2015-01-08,185000.0,4,1.0,1400,8684,1.5,0,0,3,7,1400.0,0,1957,0,98146,47.4887,-122.344,1520,8712,380704.28,Buy_SRP,31.95402298850575,195704.28000000003,105.8,51.4,H8
1322,1322,2895810200,2014-10-02,265000.0,3,2.5,1400,3368,2.0,0,0,3,7,1400.0,0,2013,0,98146,47.5134,-122.342,1400,4316,380704.28,Buy,2.5287356321839094,115704.28000000003,43.7,30.4,H8
1323,1323,7211400506,2014-09-08,265000.0,3,2.5,1410,2500,2.0,0,0,3,7,1410.0,0,2006,0,98146,47.5132,-122.358,1290,5190,382377.882,Buy,2.5287356321839094,117377.88199999998,44.3,30.7,H8
1324,1324,7694600201,2015-03-22,300000.0,3,1.75,1420,7200,1.0,0,0,3,7,1000.0,420,1979,0,98146,47.5069,-122.367,1550,8640,384051.484,Not Buy,0.0,84051.484,28.0,21.9,H8
1325,1325,7889601300,2015-04-21,268000.0,3,1.0,1420,6000,1.0,0,0,3,6,1420.0,0,1941,0,98146,47.4913,-122.336,1480,6000,384051.484,Buy,1.425287356321836,116051.484,43.3,30.2,H8
1326,1326,49000051,2015-03-16,350000.0,2,1.75,1430,7921,1.0,0,0,3,7,1430.0,0,1983,0,98146,47.5088,-122.371,1290,8040,385725.086,Not Buy,0.0,35725.08600000001,10.2,9.3,H8
1327,1327,7211401975,2014-09-05,260000.0,3,2.5,1440,2500,2.0,0,0,3,7,1440.0,0,2006,0,98146,47.511,-122.359,1440,5000,387398.68799999997,Buy,4.367816091954024,127398.68799999997,49.0,32.9,H8
1328,1328,7211400576,2015-02-11,287450.0,3,2.5,1440,2500,2.0,0,0,3,7,1440.0,0,2008,0,98146,47.5123,-122.358,1440,5000,387398.68799999997,Not Buy,0.0,99948.68799999997,34.8,25.8,H8
1329,1329,7211400760,2014-05-28,277000.0,4,1.0,1450,6250,1.0,0,0,3,6,990.0,460,1964,0,98146,47.5131,-122.357,1440,4000,389072.29,Not Buy,0.0,112072.28999999998,40.5,28.8,H8
1330,1330,7520000020,2014-05-23,244000.0,4,1.0,1450,8960,1.0,0,0,3,6,1450.0,0,1943,0,98146,47.4972,-122.348,1160,7680,389072.29,Buy,10.25287356321839,145072.28999999998,59.5,37.3,H8
1331,1331,723049158,2015-03-13,135000.0,4,1.0,1460,18599,1.5,0,0,3,5,1460.0,0,1940,0,98146,47.5006,-122.351,1320,8100,390745.892,Buy_SRP,50.3448275862069,255745.892,189.4,65.5,H8
1332,1332,8151601190,2014-12-03,180000.0,5,1.0,1460,11726,1.5,0,0,3,6,1290.0,170,1936,0,98146,47.5039,-122.361,1460,10450,390745.892,Buy_SRP,33.793103448275865,210745.892,117.1,53.9,H8
1333,1333,8098400135,2014-05-13,385000.0,3,2.0,1480,6600,1.0,0,2,3,7,740.0,740,1943,0,98146,47.5081,-122.385,1250,7300,394093.096,Not Buy,0.0,9093.09600000002,2.4,2.3,H8
1334,1334,7832800015,2015-02-26,250000.0,3,1.0,1480,6750,1.0,0,0,3,7,1480.0,0,1958,0,98146,47.505,-122.366,1480,7594,394093.096,Buy,8.045977011494255,144093.09600000002,57.6,36.6,H8
1335,1335,723049533,2014-09-30,271000.0,4,1.75,1490,9112,1.0,0,0,3,6,970.0,520,1940,0,98146,47.4991,-122.345,1650,8411,395766.698,Buy,0.3218390804597737,124766.69799999997,46.0,31.5,H8
1336,1336,723049333,2015-04-05,285000.0,3,1.5,1490,10367,1.0,0,0,3,7,1010.0,480,1957,0,98146,47.4973,-122.347,1000,8254,395766.698,Not Buy,0.0,110766.69799999997,38.9,28.0,H8
1337,1337,723049132,2014-10-22,235000.0,2,1.0,1500,8015,1.0,0,0,3,6,1500.0,0,1947,0,98146,47.5027,-122.348,1130,8015,397440.3,Buy,13.563218390804598,162440.3,69.1,40.9,H8
1338,1338,6341000020,2015-03-04,226000.0,2,1.0,1510,19874,1.0,0,0,3,7,1510.0,0,1951,0,98146,47.4924,-122.34,1540,10000,399113.902,Buy,16.873563218390807,173113.902,76.6,43.4,H8
1339,1339,623049273,2014-11-21,225000.0,3,1.75,1550,9060,2.0,0,0,3,7,1550.0,0,1948,1979,98146,47.5093,-122.345,1080,7620,405808.31,Buy,17.24137931034483,180808.31,80.4,44.6,H8
1340,1340,1842000140,2014-07-30,335000.0,3,1.75,1570,7500,1.0,0,1,3,7,1300.0,270,1953,0,98146,47.4999,-122.368,1590,7660,409155.51399999997,Not Buy,0.0,74155.51399999997,22.1,18.1,H8
1341,1341,7100000110,2015-01-14,340000.0,3,1.0,1580,8308,1.5,0,0,3,7,1580.0,0,1948,0,98146,47.5075,-122.379,1200,8308,410829.116,Not Buy,0.0,70829.11599999998,20.8,17.2,H8
1342,1342,2407000110,2015-04-14,275000.0,3,1.75,1580,8775,1.0,0,0,3,6,1220.0,360,1942,0,98146,47.4845,-122.335,1180,8775,410829.116,Not Buy,0.0,135829.11599999998,49.4,33.1,H8
1343,1343,623049185,2014-07-02,185000.0,5,1.0,1590,6700,1.5,0,0,3,6,1090.0,500,1942,0,98146,47.5075,-122.35,1370,8040,412502.718,Buy_SRP,31.95402298850575,227502.718,123.0,55.2,H8
1344,1344,7889600190,2015-01-13,229000.0,3,1.0,1590,6240,1.0,0,0,3,7,1060.0,530,1956,0,98146,47.4936,-122.337,1410,6240,412502.718,Buy,15.770114942528735,183502.718,80.1,44.5,H8
1345,1345,1721801161,2014-10-30,236000.0,4,2.5,1630,3060,2.0,0,0,3,7,1630.0,0,2003,0,98146,47.5072,-122.336,1270,4590,419197.126,Buy,13.195402298850578,183197.126,77.6,43.7,H8
1346,1346,723049476,2014-07-24,203000.0,3,2.25,1630,9145,1.0,0,0,3,7,1630.0,0,1960,0,98146,47.5,-122.347,1630,9206,419197.126,Buy,25.33333333333333,216197.126,106.5,51.6,H8
1347,1347,3395800660,2014-12-30,190000.0,3,1.0,1640,8100,1.0,0,0,3,6,1040.0,600,1939,0,98146,47.482,-122.34,1600,8100,420870.728,Buy_SRP,30.114942528735632,230870.728,121.5,54.9,H8
1348,1348,9357001010,2014-10-10,410000.0,3,1.75,1660,5987,1.0,0,0,3,7,960.0,700,1982,0,98146,47.5107,-122.381,1510,6000,424217.932,Not Buy,0.0,14217.931999999972,3.5,3.4,H8
1349,1349,723049301,2014-08-13,335000.0,2,1.75,1660,11437,2.0,0,0,3,7,1660.0,0,1958,1992,98146,47.4899,-122.339,1290,7860,424217.932,Not Buy,0.0,89217.93199999997,26.6,21.0,H8
1350,1350,623049315,2014-07-01,330000.0,3,2.5,1680,11312,1.0,0,0,3,7,1080.0,600,1959,0,98146,47.5051,-122.344,1390,10700,427565.136,Not Buy,0.0,97565.136,29.6,22.8,H8
1351,1351,7520000330,2014-08-13,285000.0,3,2.5,1690,7460,1.0,0,0,3,7,870.0,820,1997,0,98146,47.4964,-122.353,1900,7302,429238.738,Not Buy,0.0,144238.738,50.6,33.6,H8
1352,1352,723049156,2014-05-23,149000.0,3,1.0,1700,8645,1.0,0,0,3,6,1700.0,0,1955,0,98146,47.4899,-122.337,1500,7980,430912.33999999997,Buy_SRP,45.195402298850574,146212.33999999997,51.4,65.4,H8
1353,1353,723049156,2014-11-12,284700.0,3,1.0,1700,8645,1.0,0,0,3,6,1700.0,0,1955,0,98146,47.4899,-122.337,1500,7980,430912.33999999997,Not Buy,0.0,146212.33999999997,51.4,33.9,H8
1354,1354,723049156,2014-05-23,149000.0,3,1.0,1700,8645,1.0,0,0,3,6,1700.0,0,1955,0,98146,47.4899,-122.337,1500,7980,430912.33999999997,Buy_SRP,45.195402298850574,146212.33999999997,51.4,65.4,H8
1355,1355,723049156,2014-11-12,284700.0,3,1.0,1700,8645,1.0,0,0,3,6,1700.0,0,1955,0,98146,47.4899,-122.337,1500,7980,430912.33999999997,Not Buy,0.0,146212.33999999997,51.4,33.9,H8
1356,1356,8151600142,2015-05-12,319950.0,5,1.75,1710,11900,1.0,0,0,3,7,1070.0,640,1958,0,98146,47.506,-122.365,1030,10360,432585.942,Not Buy,0.0,112635.94199999998,35.2,26.0,H8
1357,1357,8151600941,2014-08-28,340000.0,3,1.75,1720,10710,1.0,0,0,3,7,860.0,860,1957,0,98146,47.5092,-122.362,1480,10359,434259.544,Not Buy,0.0,94259.544,27.7,21.7,H8
