,level_0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price,status,x% lower,estimate_profit,estimate_profit%,x%_lower,hypothesis
125,125,9542830160,2014-12-18,299900.0,4,2.5,1580,3632,2.0,0,0,3,7,1580.0,0,2011,0,98038,47.3672,-122.019,1950,3800,350000.0,Buy,14.314285714285713,50100.0,16.7,14.3,H9
126,126,3278605590,2014-09-26,375000.0,3,2.5,1580,3825,2.0,0,0,3,8,1580.0,0,2011,0,98126,47.5458,-122.369,1380,1500,378510.0,Buy,0.9273202821589943,3510.0,0.9,0.9,H9
127,127,3278606110,2015-01-08,375000.0,3,2.5,1580,2407,2.0,0,0,3,8,1580.0,0,2013,0,98126,47.5455,-122.368,1580,2212,378510.0,Buy,0.9273202821589943,3510.0,0.9,0.9,H9
128,128,301400830,2014-12-23,263000.0,3,2.5,1584,3200,2.0,0,0,3,7,1584.0,0,2011,0,98002,47.3451,-122.215,1584,2800,265000.0,Buy,0.7547169811320753,2000.0,0.8,0.8,H9
129,129,301400800,2014-10-16,261000.0,3,2.25,1584,2800,2.0,0,0,3,7,1584.0,0,2012,0,98002,47.3451,-122.214,1584,2800,265000.0,Buy,1.5094339622641506,4000.0,1.5,1.5,H9
130,130,8138870060,2014-08-13,395825.0,2,2.5,1590,1679,2.0,0,0,3,8,1590.0,0,2012,0,98029,47.5449,-122.011,1590,1680,560000.0,Buy_SRP,29.316964285714285,164175.0,41.5,29.3,H9
131,131,8138870530,2014-05-05,419190.0,2,2.5,1590,1426,2.0,0,0,3,8,1590.0,0,2014,0,98029,47.5441,-122.013,1590,1426,560000.0,Buy,25.144642857142863,140810.0,33.6,25.1,H9
132,132,7227801581,2014-05-07,305450.0,3,2.5,1600,3573,2.0,0,0,3,7,1600.0,0,2013,0,98056,47.507,-122.181,1500,11089,449999.5,Buy_SRP,32.12214680238533,144549.5,47.3,32.1,H9
133,133,7140700690,2015-03-12,239950.0,3,1.75,1600,4888,1.0,0,0,3,6,1600.0,0,2014,0,98042,47.383,-122.097,2520,5700,309000.0,Buy,22.346278317152102,69050.0,28.8,22.3,H9
134,134,7299601790,2014-11-07,287000.0,3,2.5,1600,6315,2.0,0,0,3,8,1600.0,0,2013,0,98092,47.2611,-122.198,1608,4300,327000.0,Buy,12.23241590214067,40000.0,13.9,12.2,H9
135,135,7299600950,2015-04-08,279950.0,3,2.5,1608,4800,2.0,0,0,3,8,1608.0,0,2013,0,98092,47.2585,-122.201,2009,4800,327000.0,Buy,14.388379204892965,47050.0,16.8,14.4,H9
136,136,7299600530,2015-03-17,280000.0,3,2.5,1608,4818,2.0,0,0,3,8,1608.0,0,2012,0,98092,47.2583,-122.203,2009,5200,327000.0,Buy,14.37308868501529,47000.0,16.8,14.4,H9
137,137,7299600140,2015-04-03,274950.0,3,2.5,1608,4000,2.0,0,0,3,8,1608.0,0,2014,0,98092,47.2582,-122.198,2009,4983,327000.0,Buy,15.917431192660548,52050.0,18.9,15.9,H9
138,138,9542840730,2014-09-11,288000.0,4,2.25,1610,3560,2.0,0,0,3,7,1610.0,0,2010,0,98038,47.3669,-122.02,1760,3692,350000.0,Buy,17.714285714285715,62000.0,21.5,17.7,H9
139,139,1760650210,2014-12-01,286950.0,4,2.5,1610,4052,2.0,0,0,3,7,1610.0,0,2013,0,98042,47.3603,-122.081,2110,4034,309000.0,Buy,7.135922330097088,22050.0,7.7,7.1,H9
140,140,9532000500,2014-08-01,415000.0,3,2.5,1610,3600,2.0,0,0,3,8,1610.0,0,2010,0,98072,47.771,-122.169,2210,3600,514500.0,Buy,19.33916423712342,99500.0,24.0,19.3,H9
141,141,1760650820,2015-04-28,290000.0,3,2.25,1610,3764,2.0,0,0,3,7,1610.0,0,2012,0,98042,47.3589,-122.083,1610,3825,309000.0,Buy,6.148867313915862,19000.0,6.6,6.1,H9
142,142,9268851860,2014-09-18,425000.0,3,2.25,1620,997,2.5,0,0,3,8,1540.0,80,2010,0,98027,47.54,-122.026,1620,1068,580500.0,Buy,26.787252368647717,155500.0,36.6,26.8,H9
143,143,9268851320,2014-12-10,450000.0,3,2.25,1620,997,2.5,0,0,3,8,1540.0,80,2012,0,98027,47.5394,-122.027,1620,1068,580500.0,Buy,22.480620155038757,130500.0,29.0,22.5,H9
144,144,9268851800,2014-05-05,415000.0,3,2.25,1620,998,2.5,0,0,3,8,1540.0,80,2010,0,98027,47.5401,-122.027,1620,1299,580500.0,Buy_SRP,28.509905254091304,165500.0,39.9,28.5,H9
145,145,5528600005,2015-03-27,272167.0,2,2.5,1620,3795,2.0,0,0,3,7,1620.0,0,2014,0,98027,47.5321,-122.034,1620,6000,580500.0,Buy_SRP,53.11507321274763,308333.0,113.3,53.1,H9
146,146,9126100813,2014-08-28,490000.0,3,2.25,1620,1062,3.0,0,0,3,8,1620.0,0,2014,0,98122,47.6051,-122.304,1560,1728,526000.0,Buy,6.8441064638783295,36000.0,7.3,6.8,H9
147,147,9268851380,2015-04-03,461000.0,3,2.25,1620,998,2.5,0,0,3,8,1540.0,80,2012,0,98027,47.5394,-122.027,1620,1068,580500.0,Buy,20.585701981050818,119500.0,25.9,20.6,H9
148,148,2781240040,2014-08-06,342000.0,3,2.0,1640,4802,1.0,0,0,3,8,1640.0,0,2010,0,98038,47.3538,-122.021,1940,4802,350000.0,Buy,2.285714285714291,8000.0,2.3,2.3,H9
149,149,3862700020,2015-04-23,433190.0,3,2.5,1650,2787,2.0,0,0,3,8,1650.0,0,2014,0,98065,47.5336,-121.838,1760,2787,515000.0,Buy,15.885436893203886,81810.0,18.9,15.9,H9
150,150,52000067,2014-11-03,495000.0,3,3.5,1650,1577,2.0,0,0,3,7,1100.0,550,2012,0,98109,47.6302,-122.344,1580,1280,656500.0,Buy,24.600152322924597,161500.0,32.6,24.6,H9
151,151,3862710010,2015-05-01,424950.0,3,2.5,1650,4777,2.0,0,0,3,8,1650.0,0,2013,0,98065,47.5336,-121.841,1800,3331,515000.0,Buy,17.485436893203886,90050.0,21.2,17.5,H9
152,152,3158500340,2014-07-11,299000.0,3,2.5,1650,4725,2.0,0,0,3,8,1650.0,0,2011,0,98038,47.3548,-122.055,2000,4725,350000.0,Buy,14.57142857142857,51000.0,17.1,14.6,H9
153,153,7697000020,2014-10-07,295000.0,3,2.5,1660,4898,2.0,0,0,3,7,1660.0,0,2011,0,98038,47.3588,-122.044,1810,4462,350000.0,Buy,15.714285714285714,55000.0,18.6,15.7,H9
154,154,9542830210,2015-02-11,300000.0,4,2.25,1660,3200,2.0,0,0,3,7,1660.0,0,2011,0,98038,47.3666,-122.019,1960,3558,350000.0,Buy,14.28571428571429,50000.0,16.7,14.3,H9
155,155,7697000150,2014-10-02,284000.0,3,2.5,1660,4083,2.0,0,0,3,7,1660.0,0,2013,0,98038,47.3595,-122.045,1800,4087,350000.0,Buy,18.85714285714286,66000.0,23.2,18.9,H9
156,156,8141310040,2014-06-27,246950.0,3,3.0,1670,4440,1.0,0,0,3,7,1670.0,0,2014,0,98022,47.1948,-121.975,1670,4622,289500.0,Buy,14.697754749568226,42550.0,17.2,14.7,H9
157,157,8141310080,2014-11-03,249950.0,3,2.0,1670,4438,1.0,0,0,3,7,1670.0,0,2014,0,98022,47.1948,-121.974,1670,4558,289500.0,Buy,13.661485319516409,39550.0,15.8,13.7,H9
158,158,8141310030,2014-07-30,256703.0,3,2.0,1670,4441,1.0,0,0,3,7,1670.0,0,2014,0,98022,47.1948,-121.975,1670,4622,289500.0,Buy,11.328842832469777,32797.0,12.8,11.3,H9
159,159,8946750170,2015-04-21,281000.0,4,2.25,1677,3600,2.0,0,0,3,7,1677.0,0,2012,0,98092,47.32,-122.178,1677,3600,327000.0,Buy,14.067278287461772,46000.0,16.4,14.1,H9
160,160,3022800260,2014-10-07,439000.0,3,2.5,1680,2801,2.0,0,0,3,7,1680.0,0,2011,0,98011,47.745,-122.181,1920,2723,475000.0,Buy,7.578947368421051,36000.0,8.2,7.6,H9
161,161,2770604082,2015-03-10,629950.0,3,2.5,1680,1683,2.0,0,0,3,9,1120.0,560,2014,0,98119,47.6424,-122.374,1610,1249,647475.0,Buy,2.7066682111278384,17525.0,2.8,2.7,H9
162,162,2770604080,2015-03-24,629950.0,3,2.5,1680,1620,2.0,0,0,3,9,1120.0,560,2014,0,98119,47.6425,-122.374,1610,1618,647475.0,Buy,2.7066682111278384,17525.0,2.8,2.7,H9
163,163,2770604081,2015-03-05,629950.0,3,2.5,1680,1683,2.0,0,0,3,9,1120.0,560,2014,0,98119,47.6425,-122.374,1610,1618,647475.0,Buy,2.7066682111278384,17525.0,2.8,2.7,H9
164,164,8929000330,2014-07-29,404763.0,3,2.5,1690,1609,2.0,0,0,3,8,1150.0,540,2014,0,98029,47.5521,-121.998,1690,1860,560000.0,Buy_SRP,27.720892857142854,155237.0,38.4,27.7,H9
165,165,8929000030,2014-08-21,419990.0,3,2.5,1690,1689,2.0,0,0,3,8,1150.0,540,2014,0,98029,47.5528,-121.999,1540,1689,560000.0,Buy,25.001785714285717,140010.0,33.3,25.0,H9
166,166,8929000280,2014-05-19,386591.0,3,2.5,1690,1613,2.0,0,0,3,8,1150.0,540,2014,0,98029,47.5518,-121.998,1690,1662,560000.0,Buy_SRP,30.96589285714286,173409.0,44.9,31.0,H9
167,167,8929000290,2014-05-14,372977.0,3,2.5,1690,1618,2.0,0,0,3,8,1150.0,540,2014,0,98029,47.5518,-121.998,1690,1618,560000.0,Buy_SRP,33.39696428571428,187023.0,50.1,33.4,H9
168,168,7242800040,2015-01-20,519990.0,4,3.25,1690,1321,2.0,0,0,3,8,1320.0,370,2014,0,98052,47.678,-122.117,3080,4558,675000.0,Buy,22.964444444444442,155010.0,29.8,23.0,H9
169,169,8929000360,2014-08-05,413565.0,3,2.5,1690,1613,2.0,0,0,3,8,1150.0,540,2014,0,98029,47.5524,-121.998,1690,1619,560000.0,Buy,26.14910714285714,146435.0,35.4,26.1,H9
170,170,3278606050,2015-04-01,362500.0,3,3.5,1710,2212,2.0,0,0,3,7,1400.0,310,2013,0,98126,47.5459,-122.368,1580,2212,378510.0,Buy,4.229742939420356,16010.0,4.4,4.2,H9
171,171,2420069604,2015-03-30,255000.0,3,2.5,1720,6200,2.0,0,0,3,7,1720.0,0,2014,0,98022,47.2137,-121.989,1710,9520,289500.0,Buy,11.917098445595853,34500.0,13.5,11.9,H9
172,172,7203140220,2015-01-16,389700.0,3,2.5,1720,3581,2.0,0,0,3,7,1720.0,0,2011,0,98053,47.6861,-122.013,1720,3600,615000.0,Buy_SRP,36.63414634146341,225300.0,57.8,36.6,H9
173,173,7203140270,2014-05-15,386380.0,3,2.5,1720,3600,2.0,0,0,3,7,1720.0,0,2010,0,98053,47.6856,-122.013,1720,3600,615000.0,Buy_SRP,37.173983739837404,228620.0,59.2,37.2,H9
174,174,2309710070,2015-01-14,280000.0,3,2.75,1740,5639,1.0,0,3,3,7,1740.0,0,2010,0,98022,47.1942,-121.977,2380,5331,289500.0,Buy,3.2815198618307395,9500.0,3.4,3.3,H9
175,175,9478550110,2015-03-03,299950.0,3,2.5,1740,4497,2.0,0,0,3,7,1740.0,0,2012,0,98042,47.3697,-122.117,1950,4486,309000.0,Buy,2.9288025889967595,9050.0,3.0,2.9,H9
176,176,7203140420,2015-01-28,385000.0,3,2.5,1740,4145,2.0,0,0,3,7,1740.0,0,2010,0,98053,47.6875,-122.015,1740,4045,615000.0,Buy_SRP,37.398373983739845,230000.0,59.7,37.4,H9
177,177,2309710230,2015-04-15,275000.0,3,2.75,1740,5757,1.0,0,0,3,7,1740.0,0,2010,0,98022,47.1941,-121.979,2380,5647,289500.0,Buy,5.008635578583764,14500.0,5.3,5.0,H9
178,178,3022800010,2014-07-14,447000.0,3,2.5,1740,3043,2.0,0,0,3,7,1740.0,0,2012,0,98011,47.744,-122.181,1920,2869,475000.0,Buy,5.894736842105264,28000.0,6.3,5.9,H9
179,179,629650370,2015-01-23,250000.0,3,2.5,1750,6351,2.0,0,0,3,7,1750.0,0,2012,0,98001,47.2589,-122.256,1398,6092,274900.0,Buy,9.057839214259733,24900.0,10.0,9.1,H9
180,180,7853340610,2015-04-21,394000.0,2,2.0,1750,2731,2.0,0,0,3,8,1750.0,0,2012,0,98065,47.5169,-121.878,1650,2731,515000.0,Buy,23.49514563106796,121000.0,30.7,23.5,H9
181,181,7697000170,2014-10-25,312000.0,3,2.5,1750,4076,2.0,0,0,3,7,1750.0,0,2013,0,98038,47.3597,-122.045,1810,4090,350000.0,Buy,10.857142857142854,38000.0,12.2,10.9,H9
182,182,7853340860,2015-03-10,420000.0,2,2.75,1760,4139,2.0,0,0,3,8,1760.0,0,2010,0,98065,47.5175,-121.878,1870,3076,515000.0,Buy,18.446601941747577,95000.0,22.6,18.4,H9
183,183,3023000050,2015-01-29,310000.0,3,2.5,1760,10137,2.0,0,0,3,8,1760.0,0,2010,0,98038,47.355,-122.059,2000,6935,350000.0,Buy,11.428571428571432,40000.0,12.9,11.4,H9
184,184,9347300160,2015-01-25,312000.0,3,2.5,1780,4077,2.0,0,0,3,8,1780.0,0,2011,0,98038,47.3568,-122.056,1970,4077,350000.0,Buy,10.857142857142854,38000.0,12.2,10.9,H9
185,185,3832080610,2015-04-06,270000.0,3,2.5,1780,5015,2.0,0,0,3,7,1780.0,0,2010,0,98042,47.3352,-122.052,2010,5250,309000.0,Buy,12.621359223300976,39000.0,14.4,12.6,H9
186,186,1565930070,2014-09-11,299950.0,3,2.5,1780,4650,2.0,0,0,3,7,1780.0,0,2011,0,98038,47.386,-122.047,3050,3848,350000.0,Buy,14.3,50050.0,16.7,14.3,H9
187,187,8648900060,2014-05-05,509900.0,3,2.5,1790,2700,2.0,0,0,3,8,1790.0,0,2010,0,98027,47.564,-122.093,1890,3078,580500.0,Buy,12.161929371231695,70600.0,13.8,12.2,H9
188,188,3862710200,2014-09-25,414000.0,3,2.5,1790,3754,2.0,0,0,3,8,1790.0,0,2013,0,98065,47.534,-121.841,1800,3393,515000.0,Buy,19.611650485436893,101000.0,24.4,19.6,H9
189,189,8648900040,2014-07-09,530000.0,3,2.5,1790,3078,2.0,0,0,3,8,1790.0,0,2010,0,98027,47.5638,-122.094,1890,3078,580500.0,Buy,8.69939707149009,50500.0,9.5,8.7,H9
190,190,3862710180,2015-03-26,408474.0,3,2.5,1800,2731,2.0,0,0,3,8,1800.0,0,2014,0,98065,47.5342,-121.841,1800,3265,515000.0,Buy,20.684660194174754,106526.0,26.1,20.7,H9
191,191,3278605550,2014-06-09,365000.0,3,2.5,1800,2700,2.0,0,0,3,8,1800.0,0,2011,0,98126,47.5458,-122.369,1580,2036,378510.0,Buy,3.56925840796809,13510.0,3.7,3.6,H9
192,192,3278604510,2014-06-25,364000.0,3,2.5,1800,2790,2.0,0,0,3,8,1800.0,0,2011,0,98126,47.5455,-122.371,1580,2036,378510.0,Buy,3.833452220548994,14510.0,4.0,3.8,H9
193,193,3862710030,2015-04-24,450000.0,3,2.5,1800,4357,2.0,0,0,3,8,1800.0,0,2013,0,98065,47.5337,-121.841,1800,3663,515000.0,Buy,12.621359223300976,65000.0,14.4,12.6,H9
194,194,3278605570,2014-06-19,362500.0,3,2.5,1800,2700,2.0,0,0,3,8,1800.0,0,2011,0,98126,47.5458,-122.369,1380,1200,378510.0,Buy,4.229742939420356,16010.0,4.4,4.2,H9
195,195,3862710050,2014-11-13,437718.0,3,2.5,1800,3265,2.0,0,0,3,8,1800.0,0,2014,0,98065,47.5338,-121.841,1800,3663,515000.0,Buy,15.006213592233008,77282.0,17.7,15.0,H9
196,196,3862710210,2014-05-20,409316.0,3,2.5,1800,3168,2.0,0,0,3,8,1800.0,0,2014,0,98065,47.5342,-121.841,1800,3393,515000.0,Buy,20.521165048543686,105684.0,25.8,20.5,H9
197,197,7853340330,2014-09-11,384205.0,3,2.75,1810,3292,2.0,0,0,3,8,1810.0,0,2014,0,98065,47.5164,-121.877,1810,2769,515000.0,Buy,25.39708737864078,130795.0,34.0,25.4,H9
198,198,255450250,2014-08-04,307635.0,3,2.5,1820,4200,2.0,0,0,3,8,1820.0,0,2014,0,98038,47.3693,-122.017,2370,4200,350000.0,Buy,12.104285714285712,42365.0,13.8,12.1,H9
199,199,6792200066,2014-07-25,280000.0,4,2.25,1834,7460,2.0,0,0,3,8,1834.0,0,2012,0,98042,47.3568,-122.163,1979,9008,309000.0,Buy,9.385113268608414,29000.0,10.4,9.4,H9
200,200,7203140180,2014-08-21,429000.0,4,2.5,1840,4593,2.0,0,0,3,7,1840.0,0,2010,0,98053,47.6866,-122.013,1740,3600,615000.0,Buy_SRP,30.243902439024396,186000.0,43.4,30.2,H9
201,201,3158500250,2014-05-14,317000.0,3,2.5,1840,5011,2.0,0,0,3,8,1840.0,0,2012,0,98038,47.3555,-122.054,2000,4793,350000.0,Buy,9.42857142857143,33000.0,10.4,9.4,H9
202,202,7203140360,2014-12-01,359782.0,3,2.5,1850,3400,2.0,0,0,3,7,1850.0,0,2010,0,98053,47.6871,-122.014,1850,3400,615000.0,Buy_SRP,41.498861788617894,255218.0,70.9,41.5,H9
203,203,8682310310,2015-05-11,589000.0,2,2.0,1850,4667,1.0,0,0,3,8,1850.0,0,2010,0,98053,47.7101,-122.014,1860,6008,615000.0,Buy,4.227642276422761,26000.0,4.4,4.2,H9
204,204,9429400170,2014-06-25,309620.0,3,2.5,1860,3730,2.0,0,0,3,8,1860.0,0,2012,0,98019,47.7442,-121.984,2110,4509,414500.0,Buy,25.302774427020502,104880.0,33.9,25.3,H9
205,205,3023000120,2014-09-02,294900.0,3,2.5,1860,5025,2.0,0,0,3,8,1860.0,0,2010,0,98038,47.3557,-122.059,2000,5550,350000.0,Buy,15.742857142857147,55100.0,18.7,15.7,H9
206,206,8724300030,2014-12-23,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860.0,0,2012,0,98019,47.7318,-121.982,2320,5465,414500.0,Buy,14.3546441495778,59500.0,16.8,14.4,H9
207,207,9429400060,2015-04-09,377000.0,3,2.5,1870,5333,2.0,0,0,3,8,1870.0,0,2012,0,98019,47.7447,-121.984,2100,3730,414500.0,Buy,9.047044632086854,37500.0,9.9,9.0,H9
208,208,3832080440,2014-12-09,261950.0,3,2.5,1880,5000,2.0,0,0,3,7,1880.0,0,2010,0,98042,47.3359,-122.054,2260,5000,309000.0,Buy,15.226537216828484,47050.0,18.0,15.2,H9
209,209,8648900010,2015-01-02,530200.0,4,2.5,1880,3853,2.0,0,0,3,8,1880.0,0,2010,0,98027,47.5636,-122.094,1890,3078,580500.0,Buy,8.664944013781229,50300.0,9.5,8.7,H9
210,210,3575305485,2014-08-29,409000.0,3,2.5,1890,6500,2.0,0,0,3,7,1890.0,0,2012,0,98074,47.6225,-122.058,2340,7500,645000.0,Buy_SRP,36.589147286821714,236000.0,57.7,36.6,H9
211,211,8138870470,2014-07-07,494815.0,3,2.5,1910,2091,2.0,0,0,3,8,1910.0,0,2014,0,98029,47.5445,-122.013,1630,1546,560000.0,Buy,11.640178571428573,65185.0,13.2,11.6,H9
212,212,5498100010,2015-03-24,425000.0,4,2.5,1940,4517,1.0,0,0,3,8,1190.0,750,2010,0,98028,47.776,-122.26,1910,10410,449950.0,Buy,5.545060562284698,24950.0,5.9,5.5,H9
213,213,9542840630,2014-06-02,298000.0,3,2.5,1950,3600,2.0,0,0,3,7,1950.0,0,2010,0,98038,47.3658,-122.021,1870,4184,350000.0,Buy,14.857142857142858,52000.0,17.4,14.9,H9
214,214,7853361310,2014-12-15,425000.0,4,2.5,1950,5000,2.0,0,0,3,8,1950.0,0,2012,0,98065,47.515,-121.872,2710,5000,515000.0,Buy,17.47572815533981,90000.0,21.2,17.5,H9
215,215,9347300010,2015-05-01,342000.0,3,2.5,1960,3540,2.0,0,0,3,8,1960.0,0,2012,0,98038,47.3568,-122.055,1840,3825,350000.0,Buy,2.285714285714291,8000.0,2.3,2.3,H9
216,216,2690100170,2014-10-13,300000.0,3,2.5,1960,1477,2.0,0,0,3,7,1670.0,290,2012,0,98059,47.4873,-122.166,1980,1467,494995.0,Buy_SRP,39.3933272053253,194995.0,65.0,39.4,H9
217,217,126049231,2014-05-16,445000.0,3,3.0,1970,24318,1.0,0,0,3,8,1970.0,0,2010,0,98028,47.7651,-122.246,2150,14695,449950.0,Buy,1.1001222358039797,4950.0,1.1,1.1,H9
218,218,1041440360,2015-01-05,299999.0,4,2.5,1981,4828,2.0,0,0,3,8,1981.0,0,2013,0,98092,47.3252,-122.167,1981,3783,327000.0,Buy,8.25718654434251,27001.0,9.0,8.3,H9
219,219,1389600040,2014-12-26,255000.0,4,2.5,1987,6000,2.0,0,0,3,7,1987.0,0,2011,0,98001,47.2679,-122.255,1880,9589,274900.0,Buy,7.238995998544928,19900.0,7.8,7.2,H9
220,220,255370420,2015-04-02,318200.0,3,2.5,1990,3644,2.0,0,0,3,7,1990.0,0,2010,0,98038,47.3531,-122.017,2580,3800,350000.0,Buy,9.085714285714285,31800.0,10.0,9.1,H9
221,221,4187000190,2014-11-17,417000.0,3,2.5,2000,4500,2.0,0,0,3,7,2000.0,0,2010,0,98059,47.4937,-122.149,2230,4501,494995.0,Buy,15.75672481540218,77995.0,18.7,15.8,H9
222,222,7299600180,2014-06-10,303210.0,4,2.5,2009,5000,2.0,0,0,3,8,2009.0,0,2014,0,98092,47.2577,-122.198,2009,5182,327000.0,Buy,7.275229357798163,23790.0,7.8,7.3,H9
223,223,7299600920,2014-12-09,279000.0,4,2.5,2009,4800,2.0,0,0,3,8,2009.0,0,2012,0,98092,47.2586,-122.2,1798,4800,327000.0,Buy,14.678899082568808,48000.0,17.2,14.7,H9
224,224,8929000350,2014-08-04,472217.0,3,2.5,2010,2212,2.0,0,0,3,8,1390.0,620,2014,0,98029,47.5523,-121.998,1690,1619,560000.0,Buy,15.675535714285715,87783.0,18.6,15.7,H9
225,225,8929000380,2014-08-05,479990.0,3,2.5,2010,2386,2.0,0,0,3,8,1390.0,620,2014,0,98029,47.5525,-121.998,1690,1870,560000.0,Buy,14.287499999999998,80010.0,16.7,14.3,H9
226,226,8929000040,2014-08-20,462608.0,3,2.5,2010,2778,2.0,0,0,3,8,1390.0,620,2014,0,98029,47.5528,-121.999,1540,1689,560000.0,Buy,17.39142857142857,97392.0,21.1,17.4,H9
227,227,8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390.0,620,2014,0,98029,47.5517,-121.998,1690,1662,560000.0,Buy,19.06321428571428,106754.0,23.6,19.1,H9
228,228,8929000230,2015-03-06,550000.0,3,2.5,2010,2261,2.0,0,0,3,8,1390.0,620,2014,0,98029,47.5514,-121.998,1690,1899,560000.0,Buy,1.7857142857142905,10000.0,1.8,1.8,H9
229,229,4187000660,2014-06-18,415000.0,4,2.5,2020,5501,2.0,0,0,3,7,2020.0,0,2010,0,98059,47.4937,-122.15,2020,5494,494995.0,Buy,16.160769300700007,79995.0,19.3,16.2,H9
230,230,9542830690,2014-11-20,321000.0,3,2.5,2020,4183,2.0,0,0,3,7,2020.0,0,2012,0,98038,47.3658,-122.017,2030,4140,350000.0,Buy,8.285714285714285,29000.0,9.0,8.3,H9
231,231,255370020,2014-11-06,345000.0,4,2.5,2020,3600,2.0,0,0,3,7,2020.0,0,2012,0,98038,47.3535,-122.017,2210,3800,350000.0,Buy,1.4285714285714235,5000.0,1.4,1.4,H9
232,232,7999950020,2014-07-22,319950.0,4,2.5,2038,7643,2.0,0,0,3,8,2038.0,0,2011,0,98092,47.3296,-122.18,2634,6824,327000.0,Buy,2.155963302752295,7050.0,2.2,2.2,H9
233,233,1085621960,2014-12-12,303000.0,3,2.5,2056,3564,2.0,0,0,3,7,2056.0,0,2014,0,98092,47.338,-122.181,2056,3577,327000.0,Buy,7.339449541284404,24000.0,7.9,7.3,H9
234,234,255450400,2014-07-31,326989.0,3,2.5,2060,4200,2.0,0,0,3,8,2060.0,0,2014,0,98038,47.3706,-122.017,2370,4200,350000.0,Buy,6.57457142857143,23011.0,7.0,6.6,H9
235,235,255450380,2014-08-04,324747.0,3,2.5,2060,4742,2.0,0,0,3,8,2060.0,0,2014,0,98038,47.3706,-122.017,2370,4725,350000.0,Buy,7.215142857142853,25253.0,7.8,7.2,H9
236,236,255450410,2014-08-04,339989.0,3,2.5,2060,4200,2.0,0,0,3,8,2060.0,0,2014,0,98038,47.3706,-122.018,2370,4200,350000.0,Buy,2.860285714285715,10011.0,2.9,2.9,H9
237,237,2619950350,2014-05-08,403000.0,3,2.75,2090,8354,2.0,0,0,3,8,2090.0,0,2012,0,98019,47.7336,-121.965,2280,6348,414500.0,Buy,2.7744270205066313,11500.0,2.9,2.8,H9
238,238,4046500270,2014-08-19,399000.0,3,2.0,2100,31550,1.0,0,0,3,8,2100.0,0,2010,0,98014,47.6907,-121.917,1860,18452,418000.0,Buy,4.545454545454541,19000.0,4.8,4.5,H9
239,239,925059078,2014-08-19,604950.0,3,2.5,2110,5608,1.0,0,0,3,8,1340.0,770,2013,0,98033,47.6743,-122.184,2040,9363,660000.0,Buy,8.340909090909088,55050.0,9.1,8.3,H9
240,240,1776460140,2014-07-24,395000.0,3,2.5,2130,5088,2.0,0,0,3,8,1840.0,290,2011,0,98019,47.7329,-121.976,2130,5762,414500.0,Buy,4.704463208685161,19500.0,4.9,4.7,H9
241,241,3175200220,2015-01-13,410000.0,3,2.5,2150,4332,2.0,0,0,3,8,2150.0,0,2013,0,98019,47.7373,-121.969,2140,4332,414500.0,Buy,1.0856453558504175,4500.0,1.1,1.1,H9
242,242,1776230060,2014-07-08,435000.0,4,2.5,2150,3143,2.0,0,0,3,7,2150.0,0,2010,0,98059,47.5048,-122.154,2640,3200,494995.0,Buy,12.120324447721698,59995.0,13.8,12.1,H9
243,243,9542830540,2015-03-03,339950.0,4,2.5,2150,4000,2.0,0,0,3,7,2150.0,0,2010,0,98038,47.3655,-122.018,1610,4000,350000.0,Buy,2.871428571428569,10050.0,3.0,2.9,H9
244,244,2770603522,2014-12-11,585000.0,3,2.5,2160,1250,3.0,0,0,3,8,1830.0,330,2010,0,98119,47.6515,-122.375,1870,2825,647475.0,Buy,9.649021197729645,62475.0,10.7,9.6,H9
245,245,1946000100,2015-02-04,467000.0,4,2.75,2170,5024,2.0,0,0,3,8,2170.0,0,2012,0,98059,47.495,-122.145,2460,5024,494995.0,Buy,5.65561268295639,27995.0,6.0,5.7,H9
246,246,2619950400,2014-07-14,396800.0,4,2.5,2200,6018,2.0,0,0,3,8,2200.0,0,2010,0,98019,47.7338,-121.966,2480,5899,414500.0,Buy,4.27020506634499,17700.0,4.5,4.3,H9
247,247,5045700330,2014-07-25,460000.0,4,2.5,2200,6400,2.0,0,0,3,8,2200.0,0,2010,0,98059,47.4856,-122.156,2600,5870,494995.0,Buy,7.069768381498798,34995.0,7.6,7.1,H9
248,248,7237450130,2014-10-20,349990.0,4,2.5,2220,3561,2.0,0,0,3,8,2220.0,0,2014,0,98038,47.3561,-122.063,2530,4449,350000.0,Buy,0.0028571428571377844,10.0,0.0,0.0,H9
249,249,423059409,2014-09-28,440000.0,4,2.5,2230,5650,2.0,0,0,3,7,2230.0,0,2011,0,98056,47.5073,-122.168,1590,7241,449999.5,Buy,2.222113580126195,9999.5,2.3,2.2,H9
250,250,422000075,2014-07-11,389950.0,4,2.5,2240,5500,2.0,0,0,3,8,2240.0,0,2013,0,98056,47.496,-122.169,700,5500,449999.5,Buy,13.344348160386843,60049.5,15.4,13.3,H9
